Transaction_ID,Citizen_ID,Ward_ID,Amount,Payment_Method,Status,Date,Tax_Year,Late_Days,Penalty_Applied,Receipt_ID
TXN00310,C149,W03,10762,Debit Card,Success,2024-03-13,2023-24,44,False,RCP000310
TXN00311,C149,W03,10762,Debit Card,Success,2024-07-17,2023-24,0,False,RCP000311
TXN00312,C150,W04,3412,Debit Card,Success,2023-10-27,2023-24,21,False,RCP000312
TXN00313,C150,W04,3412,Debit Card,Success,2024-04-27,2023-24,0,False,RCP000313
TXN00314,C150,W04,3412,Debit Card,Success,2023-05-18,2023-24,0,False,RCP000314
TXN00315,C150,W04,3412,Debit Card,Success,2023-05-05,2023-24,0,False,RCP000315
TXN00316,C152,W08,7144,UPI,Success,2023-12-04,2023-24,45,False,RCP000316
TXN00317,C152,W08,7144,UPI,Success,2024-06-23,2023-24,0,False,RCP000317
TXN00318,C152,W08,7144,UPI,Success,2024-02-28,2023-24,0,False,RCP000318
TXN00319,C152,W08,7144,UPI,Success,2024-06-21,2023-24,0,False,RCP000319
TXN00320,C153,W03,15000,Net Banking,Success,2024-12-13,2023-24,1,False,RCP000320
TXN00321,C154,W04,2550,UPI,Success,2024-09-18,2023-24,42,True,RCP000321
TXN00322,C154,W04,2550,UPI,Success,2023-03-01,2023-24,0,False,RCP000322
TXN00323,C156,W03,7350,Credit Card,Success,2024-08-08,2023-24,11,False,RCP000323
TXN00324,C156,W03,7350,Credit Card,Success,2024-10-06,2023-24,0,False,RCP000324
TXN00325,C157,W01,1088,Net Banking,Success,2024-05-10,2023-24,31,True,RCP000325
TXN00326,C157,W01,1088,Net Banking,Success,2024-12-06,2023-24,0,False,RCP000326
TXN00327,C157,W01,1088,Net Banking,Success,2024-09-11,2023-24,0,False,RCP000327
TXN00328,C157,W01,1088,Net Banking,Success,2024-12-24,2023-24,0,False,RCP000328
TXN00329,C158,W01,4900,Net Banking,Success,2024-03-13,2023-24,36,True,RCP000329
TXN00330,C158,W01,4900,Net Banking,Success,2024-09-15,2023-24,0,False,RCP000330
TXN00331,C158,W01,4900,Net Banking,Success,2023-11-21,2023-24,0,False,RCP000331
TXN00332,C158,W01,4900,Net Banking,Success,2023-09-23,2023-24,0,False,RCP000332
TXN00333,C158,W01,4900,Net Banking,Success,2024-06-22,2023-24,0,False,RCP000333
TXN00334,C159,W04,1880,UPI,Success,2023-05-13,2023-24,0,False,RCP000334
TXN00335,C159,W04,1880,UPI,Success,2024-09-21,2023-24,0,False,RCP000335
TXN00336,C159,W04,1880,UPI,Success,2024-07-30,2023-24,0,False,RCP000336
TXN00337,C159,W04,1880,UPI,Success,2024-05-23,2023-24,0,False,RCP000337
TXN00338,C159,W04,1880,UPI,Success,2024-06-16,2023-24,0,False,RCP000338
TXN00339,C160,W07,512,Net Banking,Success,2024-05-19,2023-24,10,True,RCP000339
TXN00340,C160,W07,512,Net Banking,Success,2023-07-04,2023-24,0,False,RCP000340
TXN00341,C160,W07,512,Net Banking,Success,2024-09-16,2023-24,0,False,RCP000341
TXN00342,C160,W07,512,Net Banking,Success,2023-08-27,2023-24,0,False,RCP000342
TXN00343,C164,W03,5600,Credit Card,Success,2023-07-18,2023-24,1,True,RCP000343
TXN00344,C165,W03,7425,UPI,Success,2023-05-02,2023-24,5,False,RCP000344
TXN00345,C165,W03,7425,UPI,Success,2023-01-25,2023-24,0,False,RCP000345
TXN00346,C165,W03,7425,UPI,Success,2024-04-21,2023-24,0,False,RCP000346
TXN00347,C165,W03,7425,UPI,Success,2024-10-02,2023-24,0,False,RCP000347
TXN00348,C166,W02,2050,UPI,Success,2023-08-01,2023-24,21,True,RCP000348
TXN00349,C166,W02,2050,UPI,Success,2024-09-22,2023-24,0,False,RCP000349
TXN00350,C167,W02,5350,Credit Card,Success,2024-02-28,2023-24,5,False,RCP000350
TXN00351,C167,W02,5350,Credit Card,Success,2023-02-16,2023-24,0,False,RCP000351
TXN00352,C168,W03,2800,UPI,Success,2023-12-25,2023-24,6,False,RCP000352
TXN00353,C168,W03,2800,UPI,Success,2024-07-27,2023-24,0,False,RCP000353
TXN00354,C168,W03,2800,UPI,Success,2024-10-14,2023-24,0,False,RCP000354
TXN00355,C168,W03,2800,UPI,Success,2023-08-06,2023-24,0,False,RCP000355
TXN00356,C169,W03,3000,UPI,Success,2024-10-17,2023-24,42,True,RCP000356
TXN00357,C170,W01,3694,Debit Card,Success,2024-12-07,2023-24,23,False,RCP000357
TXN00358,C170,W01,3694,Debit Card,Success,2023-10-16,2023-24,0,False,RCP000358
TXN00359,C170,W01,3694,Debit Card,Success,2023-09-18,2023-24,0,False,RCP000359
TXN00360,C170,W01,3694,Debit Card,Success,2023-03-11,2023-24,0,False,RCP000360
TXN00361,C171,W03,8800,Offline,Success,2023-11-04,2023-24,4,False,RCP000361
TXN00362,C173,W02,1812,UPI,Success,2023-01-07,2023-24,45,False,RCP000362
TXN00363,C173,W02,1812,UPI,Success,2023-04-27,2023-24,0,False,RCP000363
TXN00364,C173,W02,1812,UPI,Success,2024-12-03,2023-24,0,False,RCP000364
TXN00365,C173,W02,1812,UPI,Success,2023-12-08,2023-24,0,False,RCP000365
TXN00366,C174,W05,1925,UPI,Success,2024-02-10,2023-24,27,False,RCP000366
TXN00367,C175,W06,2325,UPI,Success,2023-06-29,2023-24,4,False,RCP000367
TXN00368,C175,W06,2325,UPI,Success,2023-07-18,2023-24,0,False,RCP000368
TXN00369,C175,W06,2325,UPI,Success,2023-12-05,2023-24,0,False,RCP000369
TXN00370,C175,W06,2325,UPI,Success,2023-12-13,2023-24,0,False,RCP000370
TXN00371,C176,W07,3283,Net Banking,Success,2024-04-30,2023-24,20,True,RCP000371
TXN00372,C176,W07,3283,Net Banking,Success,2023-02-06,2023-24,0,False,RCP000372
TXN00373,C176,W07,3283,Net Banking,Success,2024-10-23,2023-24,0,False,RCP000373
TXN00374,C176,W07,3283,Net Banking,Success,2023-05-20,2023-24,0,False,RCP000374
TXN00375,C176,W07,3283,Net Banking,Success,2024-05-08,2023-24,0,False,RCP000375
TXN00376,C176,W07,3283,Net Banking,Success,2023-06-09,2023-24,0,False,RCP000376
TXN00377,C178,W06,1242,Offline,Success,2024-07-03,2023-24,34,False,RCP000377
TXN00378,C178,W06,1242,Offline,Success,2023-12-10,2023-24,0,False,RCP000378
TXN00379,C178,W06,1242,Offline,Success,2024-04-18,2023-24,0,False,RCP000379
TXN00380,C178,W06,1242,Offline,Success,2024-02-28,2023-24,0,False,RCP000380
TXN00381,C178,W06,1242,Offline,Success,2023-02-27,2023-24,0,False,RCP000381
TXN00382,C178,W06,1242,Offline,Success,2024-06-17,2023-24,0,False,RCP000382
TXN00383,C180,W07,14200,UPI,Success,2024-08-01,2023-24,37,True,RCP000383
TXN00384,C180,W07,14200,UPI,Success,2024-11-25,2023-24,0,False,RCP000384
TXN00385,C181,W07,25400,Net Banking,Success,2024-07-22,2023-24,1,False,RCP000385
TXN00386,C183,W02,9100,Debit Card,Success,2023-08-02,2023-24,3,False,RCP000386
TXN00387,C183,W02,9100,Debit Card,Success,2024-08-14,2023-24,0,False,RCP000387
TXN00388,C183,W02,9100,Debit Card,Success,2024-12-02,2023-24,0,False,RCP000388
TXN00389,C184,W01,2325,Net Banking,Success,2023-12-29,2023-24,16,False,RCP000389
TXN00390,C184,W01,2325,Net Banking,Success,2023-03-09,2023-24,0,False,RCP000390
TXN00391,C184,W01,2325,Net Banking,Success,2023-06-02,2023-24,0,False,RCP000391
TXN00392,C184,W01,2325,Net Banking,Success,2023-10-15,2023-24,0,False,RCP000392
TXN00393,C185,W06,2675,UPI,Success,2023-12-14,2023-24,27,True,RCP000393
TXN00394,C185,W06,2675,UPI,Success,2024-01-20,2023-24,0,False,RCP000394
TXN00395,C185,W06,2675,UPI,Success,2024-10-03,2023-24,0,False,RCP000395
TXN00396,C185,W06,2675,UPI,Success,2024-07-01,2023-24,0,False,RCP000396
TXN00397,C187,W06,16800,Net Banking,Success,2024-08-07,2023-24,1,False,RCP000397
TXN00398,C189,W06,5475,Credit Card,Success,2023-07-11,2023-24,31,False,RCP000398
TXN00399,C190,W04,22100,Credit Card,Success,2023-11-12,2023-24,2,False,RCP000399
TXN00400,C191,W06,18675,Debit Card,Success,2024-12-27,2023-24,27,True,RCP000400
TXN00401,C193,W02,8700,Debit Card,Success,2023-10-06,2023-24,45,True,RCP000401
TXN00402,C194,W02,1725,Net Banking,Success,2023-03-30,2023-24,24,True,RCP000402
TXN00403,C194,W02,1725,Net Banking,Success,2024-05-23,2023-24,0,False,RCP000403
TXN00404,C196,W01,9300,Net Banking,Success,2024-01-16,2023-24,4,False,RCP000404
TXN00405,C198,W07,2233,Net Banking,Success,2023-11-06,2023-24,2,False,RCP000405
TXN00406,C198,W07,2233,Net Banking,Success,2023-08-10,2023-24,0,False,RCP000406
TXN00407,C198,W07,2233,Net Banking,Success,2024-06-21,2023-24,0,False,RCP000407
TXN00408,C198,W07,2233,Net Banking,Success,2023-11-06,2023-24,0,False,RCP000408
TXN00409,C198,W07,2233,Net Banking,Success,2023-06-29,2023-24,0,False,RCP000409
TXN00410,C198,W07,2233,Net Banking,Success,2023-04-25,2023-24,0,False,RCP000410
TXN00411,C199,W03,2060,Net Banking,Success,2023-02-08,2023-24,24,True,RCP000411
TXN00412,C199,W03,2060,Net Banking,Success,2023-07-26,2023-24,0,False,RCP000412
TXN00413,C199,W03,2060,Net Banking,Success,2023-04-05,2023-24,0,False,RCP000413
TXN00414,C199,W03,2060,Net Banking,Success,2024-03-30,2023-24,0,False,RCP000414
TXN00415,C199,W03,2060,Net Banking,Success,2024-06-02,2023-24,0,False,RCP000415
TXN00416,C201,W02,7125,Offline,Success,2024-05-09,2023-24,0,False,RCP000416
TXN00417,C201,W02,7125,Offline,Success,2024-05-27,2023-24,0,False,RCP000417
TXN00418,C201,W02,7125,Offline,Success,2023-06-07,2023-24,0,False,RCP000418
TXN00419,C201,W02,7125,Offline,Success,2023-07-14,2023-24,0,False,RCP000419
TXN00420,C202,W08,3000,UPI,Success,2024-05-10,2023-24,37,False,RCP000420
TXN00421,C202,W08,3000,UPI,Success,2024-06-20,2023-24,0,False,RCP000421
TXN00422,C203,W07,8750,UPI,Success,2023-12-02,2023-24,2,False,RCP000422
TXN00423,C203,W07,8750,UPI,Success,2023-05-27,2023-24,0,False,RCP000423
TXN00424,C203,W07,8750,UPI,Success,2023-04-11,2023-24,0,False,RCP000424
TXN00425,C203,W07,8750,UPI,Success,2024-06-12,2023-24,0,False,RCP000425
TXN00426,C206,W01,2675,UPI,Success,2023-07-30,2023-24,29,True,RCP000426
TXN00427,C206,W01,2675,UPI,Success,2023-02-07,2023-24,0,False,RCP000427
TXN00428,C206,W01,2675,UPI,Success,2024-04-15,2023-24,0,False,RCP000428
TXN00429,C206,W01,2675,UPI,Success,2024-02-01,2023-24,0,False,RCP000429
TXN00430,C207,W08,7300,Offline,Success,2023-01-05,2023-24,2,False,RCP000430
TXN00431,C207,W08,7300,Offline,Success,2023-11-15,2023-24,0,False,RCP000431
TXN00432,C207,W08,7300,Offline,Success,2023-02-15,2023-24,0,False,RCP000432
TXN00433,C209,W05,11000,Offline,Success,2023-12-08,2023-24,39,False,RCP000433
TXN00434,C212,W06,9500,UPI,Success,2023-02-17,2023-24,4,False,RCP000434
TXN00435,C213,W05,12075,Net Banking,Success,2024-06-17,2023-24,37,False,RCP000435
TXN00436,C214,W05,1088,Net Banking,Success,2023-01-24,2023-24,20,False,RCP000436
TXN00437,C214,W05,1088,Net Banking,Success,2024-08-14,2023-24,0,False,RCP000437
TXN00438,C214,W05,1088,Net Banking,Success,2023-11-16,2023-24,0,False,RCP000438
TXN00439,C214,W05,1088,Net Banking,Success,2024-10-16,2023-24,0,False,RCP000439
TXN00440,C215,W01,10275,Offline,Success,2023-11-25,2023-24,8,True,RCP000440
TXN00441,C216,W01,2225,UPI,Success,2023-07-17,2023-24,15,True,RCP000441
TXN00442,C216,W01,2225,UPI,Success,2023-10-21,2023-24,0,False,RCP000442
TXN00443,C217,W05,275,Credit Card,Success,2024-06-29,2023-24,8,True,RCP000443
TXN00444,C217,W05,275,Credit Card,Success,2023-11-23,2023-24,0,False,RCP000444
TXN00445,C217,W05,275,Credit Card,Success,2024-03-27,2023-24,0,False,RCP000445
TXN00446,C217,W05,275,Credit Card,Success,2024-11-18,2023-24,0,False,RCP000446
TXN00447,C218,W04,12600,Offline,Success,2023-10-07,2023-24,24,True,RCP000447
TXN00448,C219,W01,2700,Offline,Success,2023-06-11,2023-24,40,True,RCP000448
TXN00449,C219,W01,2700,Offline,Success,2023-10-08,2023-24,0,False,RCP000449
TXN00450,C220,W03,2267,Net Banking,Success,2023-01-16,2023-24,2,False,RCP000450
TXN00451,C220,W03,2267,Net Banking,Success,2024-09-29,2023-24,0,False,RCP000451
TXN00452,C220,W03,2267,Net Banking,Success,2024-07-27,2023-24,0,False,RCP000452
TXN00453,C221,W08,7400,Offline,Success,2023-07-31,2023-24,9,False,RCP000453
TXN00454,C221,W08,7400,Offline,Success,2024-07-09,2023-24,0,False,RCP000454
TXN00455,C221,W08,7400,Offline,Success,2023-12-25,2023-24,0,False,RCP000455
TXN00456,C223,W06,6750,Debit Card,Success,2023-10-05,2023-24,17,True,RCP000456
TXN00457,C224,W01,3150,Net Banking,Success,2024-12-22,2023-24,22,False,RCP000457
TXN00458,C224,W01,3150,Net Banking,Success,2023-10-18,2023-24,0,False,RCP000458
TXN00459,C224,W01,3150,Net Banking,Success,2024-08-10,2023-24,0,False,RCP000459
TXN00460,C224,W01,3150,Net Banking,Success,2023-09-08,2023-24,0,False,RCP000460
TXN00461,C227,W08,4000,UPI,Success,2023-03-14,2023-24,3,False,RCP000461
TXN00462,C227,W08,4000,UPI,Success,2023-11-15,2023-24,0,False,RCP000462
TXN00463,C227,W08,4000,UPI,Success,2024-09-19,2023-24,0,False,RCP000463
TXN00464,C227,W08,4000,UPI,Success,2023-12-13,2023-24,0,False,RCP000464
TXN00465,C228,W08,5200,Net Banking,Success,2023-02-21,2023-24,39,True,RCP000465
TXN00466,C229,W01,6338,Net Banking,Success,2023-01-30,2023-24,6,False,RCP000466
TXN00467,C229,W01,6338,Net Banking,Success,2024-04-27,2023-24,0,False,RCP000467
TXN00468,C229,W01,6338,Net Banking,Success,2024-11-22,2023-24,0,False,RCP000468
TXN00469,C229,W01,6338,Net Banking,Success,2023-02-21,2023-24,0,False,RCP000469
TXN00470,C230,W02,1150,UPI,Success,2024-01-28,2023-24,7,True,RCP000470
TXN00471,C230,W02,1150,UPI,Success,2023-02-25,2023-24,0,False,RCP000471
TXN00472,C231,W02,8375,Offline,Success,2024-03-12,2023-24,35,True,RCP000472
TXN00473,C231,W02,8375,Offline,Success,2024-02-06,2023-24,0,False,RCP000473
TXN00474,C231,W02,8375,Offline,Success,2023-07-03,2023-24,0,False,RCP000474
TXN00475,C235,W01,2350,UPI,Success,2024-09-23,2023-24,3,True,RCP000475
TXN00476,C236,W04,14750,Debit Card,Success,2023-11-16,2023-24,24,True,RCP000476
TXN00477,C237,W08,2810,UPI,Success,2023-07-22,2023-24,11,False,RCP000477
TXN00478,C237,W08,2810,UPI,Success,2024-12-31,2023-24,0,False,RCP000478
TXN00479,C237,W08,2810,UPI,Success,2024-11-17,2023-24,0,False,RCP000479
TXN00480,C237,W08,2810,UPI,Success,2024-06-30,2023-24,0,False,RCP000480
TXN00481,C237,W08,2810,UPI,Success,2023-03-22,2023-24,0,False,RCP000481
TXN00482,C238,W05,3900,UPI,Success,2024-08-04,2023-24,2,False,RCP000482
TXN00483,C238,W05,3900,UPI,Success,2023-05-15,2023-24,0,False,RCP000483
TXN00484,C239,W06,5000,UPI,Success,2024-12-16,2023-24,1,False,RCP000484
TXN00485,C239,W06,5000,UPI,Success,2024-04-24,2023-24,0,False,RCP000485
TXN00486,C240,W08,1000,UPI,Success,2024-04-11,2023-24,0,False,RCP000486
TXN00487,C240,W08,1000,UPI,Success,2023-11-14,2023-24,0,False,RCP000487
TXN00488,C240,W08,1000,UPI,Success,2024-12-01,2023-24,0,False,RCP000488
TXN00489,C240,W08,1000,UPI,Success,2024-10-21,2023-24,0,False,RCP000489
TXN00490,C242,W02,5600,Debit Card,Success,2024-04-26,2023-24,3,False,RCP000490
TXN00491,C242,W02,5600,Debit Card,Success,2023-08-26,2023-24,0,False,RCP000491
TXN00492,C243,W02,12800,Net Banking,Success,2023-05-28,2023-24,3,False,RCP000492
TXN00493,C246,W01,2325,UPI,Success,2024-01-08,2023-24,26,False,RCP000493
TXN00494,C246,W01,2325,UPI,Success,2024-02-06,2023-24,0,False,RCP000494
TXN00495,C246,W01,2325,UPI,Success,2023-07-07,2023-24,0,False,RCP000495
TXN00496,C246,W01,2325,UPI,Success,2024-12-17,2023-24,0,False,RCP000496
TXN00497,C249,W06,3300,Credit Card,Success,2023-11-29,2023-24,1,False,RCP000497
TXN00498,C249,W06,3300,Credit Card,Success,2024-04-09,2023-24,0,False,RCP000498
TXN00499,C249,W06,3300,Credit Card,Success,2024-05-14,2023-24,0,False,RCP000499
TXN00500,C249,W06,3300,Credit Card,Success,2023-01-31,2023-24,0,False,RCP000500
